       2.50000000       183.53890435
        2.51564456       182.97941323
        2.53128911       182.41365356
        2.54693367       181.84172023
        2.56257822       181.26371268
        2.57822278       180.67973468
        2.59386733       180.08989409
        2.60951189       179.49430265
        2.62515645       178.89307576
        2.64080100       178.28633226
        2.65644556       177.67419421
        2.67209011       177.05678673
        2.68773467       176.43423779
        2.70337922       175.80667803
        2.71902378       175.17424054
        2.73466834       174.53706074
        2.75031289       173.89527618
        2.76595745       173.24902638
        2.78160200       172.59845266
        2.79724656       171.94369801
        2.81289111       171.28490690
        2.82853567       170.62222519
        2.84418023       169.95579993
        2.85982478       169.28577926
        2.87546934       168.61231229
        2.89111389       167.93554892
        2.90675845       167.25563976
        2.92240300       166.57273602
        2.93804756       165.88698936
        2.95369212       165.19855177
        2.96933667       164.50757553
        2.98498123       163.81421304
        3.00062578       163.11861674
        3.01627034       162.42093903
        3.03191489       161.72133214
        3.04755945       161.01994810
        3.06320401       160.31693858
        3.07884856       159.61245489
        3.09449312       158.90664780
        3.11013767       158.19966756
        3.12578223       157.49166378
        3.14142678       156.78278535
        3.15707134       156.07318040
        3.17271589       155.36299621
        3.18836045       154.65237915
        3.20400501       153.94147467
        3.21964956       153.23042714
        3.23529412       152.51937992
        3.25093867       151.80847519
        3.26658323       151.09785398
        3.28222778       150.38765610
        3.29787234       149.67802008
        3.31351690       148.96908314
        3.32916145       148.26098115
        3.34480601       147.55384858
        3.36045056       146.84781847
        3.37609512       146.14302240
        3.39173967       145.43959045
        3.40738423       144.73765116
        3.42302879       144.03733153
        3.43867334       143.33875696
        3.45431790       142.64205123
        3.46996245       141.94733649
        3.48560701       141.25473322
        3.50125156       140.56436023
        3.51689612       139.87633463
        3.53254068       139.19077178
        3.54818523       138.50778533
        3.56382979       137.82748717
        3.57947434       137.14998741
        3.59511890       136.47539440
        3.61076345       135.80381467
        3.62640801       135.13535297
        3.64205257       134.47011222
        3.65769712       133.80819354
        3.67334168       133.14969620
        3.68898623       132.49471764
        3.70463079       131.84335347
        3.72027534       131.19569746
        3.73591990       130.55184152
        3.75156446       129.91187573
        3.76720901       129.27588829
        3.78285357       128.64396558
        3.79849812       128.01619213
        3.81414268       127.39265061
        3.82978723       126.77342185
        3.84543179       126.15858483
        3.86107635       125.54821672
        3.87672090       124.94239282
        3.89236546       124.34118662
        3.90801001       123.74466979
        3.92365457       123.15291217
        3.93929912       122.56598182
        3.95494368       121.98394497
        3.97058824       121.40686605
        3.98623279       120.83480774
        4.00187735       120.26783093
        4.01752190       119.70599473
        4.03316646       119.14935650
        4.04881101       118.59797188
        4.06445557       118.05189475
        4.08010013       117.51117727
        4.09574468       116.97586992
        4.11138924       116.44602145
        4.12703379       115.92167893
        4.14267835       115.40288778
        4.15832290       114.88969175
        4.17396746       114.38213294
        4.18961202       113.88025184
        4.20525657       113.38408730
        4.22090113       112.89367658
        4.23654568       112.40905537
        4.25219024       111.93025777
        4.26783479       111.45731633
        4.28347935       110.99026207
        4.29912390       110.52912448
        4.31476846       110.07393154
        4.33041302       109.62470974
        4.34605757       109.18148410
        4.36170213       108.74427819
        4.37734668       108.31311411
        4.39299124       107.88801257
        4.40863579       107.46899285
        4.42428035       107.05607286
        4.43992491       106.64926910
        4.45556946       106.24859675
        4.47121402       105.85406965
        4.48685857       105.46570028
        4.50250313       105.08349987
        4.51814768       104.70747833
        4.53379224       104.33764431
        4.54943680       103.97400520
        4.56508135       103.61656717
        4.58072591       103.26533516
        4.59637046       102.92031294
        4.61201502       102.58150308
        4.62765957       102.24890697
        4.64330413       101.92252488
        4.65894869       101.60235595
        4.67459324       101.28839821
        4.69023780       100.98064858
        4.70588235       100.67910294
        4.72152691       100.38375608
        4.73717146       100.09460177
        4.75281602        99.81163275
        4.76846058        99.53484076
        4.78410513        99.26421655
        4.79974969        98.99974991
        4.81539424        98.74142965
        4.83103880        98.48924369
        4.84668335        98.24317899
        4.86232791        98.00322163
        4.87797247        97.76935680
        4.89361702        97.54156882
        4.90926158        97.31984118
        4.92490613        97.10415650
        4.94055069        96.89449662
        4.95619524        96.69084255
        4.97183980        96.49317453
        4.98748436        96.30147203
        5.00312891        96.11571378
        5.01877347        95.93587775
        5.03441802        95.76194120
        5.05006258        95.59388069
        5.06570713        95.43167209
        5.08135169        95.27529060
        5.09699625        95.12471076
        5.11264080        94.97990646
        5.12828536        94.84085098
        5.14392991        94.70751697
        5.15957447        94.57987649
        5.17521902        94.45790103
        5.19086358        94.34156149
        5.20650814        94.23082823
        5.22215269        94.12567108
        5.23779725        94.02605933
        5.25344180        93.93196177
        5.26908636        93.84334668
        5.28473091        93.76018188
        5.30037547        93.68243470
        5.31602003        93.61007202
        5.33166458        93.54306030
        5.34730914        93.48136553
        5.36295369        93.42495333
        5.37859825        93.37378889
        5.39424280        93.32783700
        5.40988736        93.28706212
        5.42553191        93.25142829
        5.44117647        93.22089923
        5.45682103        93.19543832
        5.47246558        93.17500860
        5.48811014        93.15957280
        5.50375469        93.14909336
        5.51939925        93.14353240
        5.53504380        93.14285178
        5.55068836        93.14701308
        5.56633292        93.15597763
        5.58197747        93.16970651
        5.59762203        93.18816056
        5.61326658        93.21130041
        5.62891114        93.23908644
        5.64455569        93.27147887
        5.66020025        93.30843769
        5.67584481        93.34992273
        5.69148936        93.39589364
        5.70713392        93.44630989
        5.72277847        93.50113082
        5.73842303        93.56031560
        5.75406758        93.62382330
        5.76971214        93.69161283
        5.78535670        93.76364300
        5.80100125        93.83987251
        5.81664581        93.92025996
        5.83229036        94.00476386
        5.84793492        94.09334264
