2.502647 38118.439
2.505286 37815.99
2.507918 37520.1
2.510544 37230.584
2.513162 36947.267
2.515774 36669.978
2.518379 36398.551
2.520977 36132.827
2.523569 35872.651
2.526153 35617.874
2.528732 35368.351
2.531303 35123.942
2.533868 34884.511
2.536427 34649.928
2.538979 34420.064
2.541525 34194.797
2.544064 33974.008
2.546597 33757.58
2.549124 33545.402
2.551644 33337.365
2.554159 33133.364
2.556667 32933.296
2.559169 32737.063
2.561665 32544.569
2.564155 32355.721
2.566639 32170.427
2.569117 31988.601
2.571589 31810.158
2.574055 31635.014
2.576516 31463.089
2.57897 31294.306
2.581419 31128.59
2.583862 30965.865
2.5863 30806.062
2.588732 30649.111
2.591158 30494.944
2.593579 30343.496
2.595994 30194.704
2.598403 30048.505
2.600807 29904.84
2.603206 29763.649
2.605599 29624.877
2.607987 29488.468
2.61037 29354.367
2.612747 29222.523
2.615119 29092.885
2.617485 28965.403
2.619847 28840.029
2.622203 28716.716
2.624554 28595.419
2.6269 28476.092
2.629241 28358.693
2.631577 28243.179
2.633908 28129.509
2.636234 28017.643
2.638555 27907.543
2.640871 27799.169
2.643182 27692.486
2.645488 27587.457
2.647789 27484.047
2.650086 27382.221
2.652377 27281.947
2.654664 27183.191
2.656947 27085.922
2.659224 26990.109
2.661497 26895.722
2.663765 26802.73
2.666029 26711.106
2.668287 26620.821
2.670542 26531.849
2.672791 26444.161
2.675037 26357.733
2.677277 26272.538
2.679514 26188.553
2.681745 26105.752
2.683973 26024.111
2.686196 25943.609
2.688414 25864.222
2.690629 25785.928
2.692839 25708.706
2.695044 25632.535
2.697245 25557.393
2.699442 25483.262
2.701635 25410.121
2.703824 25337.952
2.706008 25266.735
2.708189 25196.452
2.710365 25127.085
2.712537 25058.618
2.714705 24991.032
2.716868 24924.311
2.719028 24858.439
2.721184 24793.4
2.723335 24729.178
2.725483 24665.758
2.727627 24603.124
2.729767 24541.263
2.731903 24480.16
2.734034 24419.801
2.736163 24360.172
2.738287 24301.26
2.740407 24243.052
2.742524 24185.535
2.744636 24128.696
2.746745 24072.524
2.74885 24017.005
2.750952 23962.129
2.753049 23907.884
2.755143 23854.258
2.757234 23801.241
2.75932 23748.822
2.761403 23696.989
2.763482 23645.734
2.765558 23595.045
2.76763 23544.912
2.769699 23495.326
2.771763 23446.278
2.773825 23397.758
2.775883 23349.756
2.777937 23302.265
2.779988 23255.274
2.782035 23208.776
2.784079 23162.762
2.78612 23117.223
2.788157 23072.152
2.79019 23027.541
2.79222 22983.381
2.794247 22939.666
2.796271 22896.388
2.798291 22853.539
2.800308 22811.112
2.802321 22769.1
2.804331 22727.496
2.806338 22686.294
2.808342 22645.487
2.810343 22605.068
2.81234 22565.031
2.814334 22525.369
2.816324 22486.077
2.818312 22447.148
2.820296 22408.576
2.822278 22370.357
2.824256 22332.483
2.826231 22294.95
2.828203 22257.751
2.830171 22220.882
2.832137 22184.337
2.8341 22148.112
2.836059 22112.2
2.838016 22076.597
2.839969 22041.298
2.84192 22006.299
2.843867 21971.594
2.845812 21937.178
2.847753 21903.049
2.849692 21869.2
2.851628 21835.627
2.85356 21802.327
2.85549 21769.295
2.857417 21736.527
2.859341 21704.018
2.861262 21671.766
2.86318 21639.765
2.865096 21608.012
2.867008 21576.503
2.868918 21545.235
2.870825 21514.204
2.872729 21483.406
2.87463 21452.838
2.876529 21422.496
2.878424 21392.377
2.880317 21362.477
2.882208 21332.794
2.884095 21303.324
2.88598 21274.063
2.887862 21245.01
2.889742 21216.16
2.891618 21187.511
2.893492 21159.06
